Model,One-step(S1),Two-step(S2),Three-step(S3),Understanding and Conversion of Units,Angles and Length,Calculation of Plane Figures,Understanding of Plane Figures,Calculation of Solid Figures,Understanding of Solid Figures,Basic Transformations of Figures,Cutting and Combining of Figures,Direction,Position,Route Map,Correspondence of Coordinates and Positions
InternVL2-voting,60.25%,44.72%,31.52%,71.53%,22.63%,62.14%,57.85%,75.26%,57.42%,48.50%,64.74%,58.33%,55.07%,32.97%,56.67%
